"Identifier","Version No","Category","Topics","Type","Text","Status","Version Date","Notation","Document Version","Regex"
"614","3","Standards for Tenement Types","General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic) Miscellaneous Licence (Basic) Prospecting Licence (Basic) Prospecting Licence for Gold (Basic) Retention Licence (Basic)","Endorsement","Advice shall be sought from the Department of Water and Environmental Regulation (DWER) if proposing any mining/ activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and","Active","01/07/2017 00:00:02 onwards","Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways 8 - Art'n Aquif's & Wells","Mar-18","(?i)^[\s?.*-:]*Advice[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+sought[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+if[^A-Z0-9]+proposing[^A-Z0-9]+any[^A-Z0-9]+mining[^A-Z0-9]+activity[^A-Z0-9]+in[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+mining[^A-Z0-9]+operations[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+defined[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+lateral[^A-Z0-9]+distance[^A-Z0-9]+of[^A-Z0-9]+50[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+perennial[^A-Z0-9]+waterway[^A-Z0-9]+and[\s?.*-:]*$"
"614","3","Standards for Tenement Types","General Purpose Lease (Basic) Mining Lease (Basic) Mining Lease (Ongoing mining operations) Mining Lease for Gold (Basic)","Endorsement","Advice shall be sought from the Department of Water and Environmental Regulation (DWER) if proposing any mining/ activity in respect to mining operations within a defined waterway and within a lateral distance of: •50 metres from the outer-most water dependent vegetation of any perennial waterway, and •30 metres from the outer-most water dependent vegetation of any seasonal waterway.","Active","01/07/2017 00:00:02 onwards","Impose on all leases affecting Waterways (apply State- wide). Schedule 5- Waterways","Mar-18","(?i)^[\s?.*-:]*Advice[^A-Z0-9]+shall[^A-Z0-9]+be[^A-Z0-9]+sought[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Water[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Regulation[^A-Z0-9]+DWER[^A-Z0-9]+if[^A-Z0-9]+proposing[^A-Z0-9]+any[^A-Z0-9]+mining[^A-Z0-9]+activity[^A-Z0-9]+in[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+mining[^A-Z0-9]+operations[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+defined[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+within[^A-Z0-9]+a[^A-Z0-9]+lateral[^A-Z0-9]+distance[^A-Z0-9]+of[^A-Z0-9]+50[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+perennial[^A-Z0-9]+waterway[^A-Z0-9]+and[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+seasonal[^A-Z0-9]+waterway[\s?.*-:]*$"
"616","2","Environmental","Wetlands - RAMSAR or ANCA [awaiting DEC MOU]","Condition","All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of the Department of Parks and Wildlife is first obtained.","Active","08/03/2012 00:00:02 onwards","Impose on all tenement types.","Mar-16","(?i)^[\s?.*-:]*All[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+tenement[^A-Z0-9]+activities[^A-Z0-9]+prohibited[^A-Z0-9]+within[^A-Z0-9]+200[^A-Z0-9]+metres[^A-Z0-9]+of[^A-Z0-9]+RAMSAR[^A-Z0-9]+or[^A-Z0-9]+ANCA[^A-Z0-9]+listed[^A-Z0-9]+wetlands[^A-Z0-9]+unless[^A-Z0-9]+written[^A-Z0-9]+permission[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+Parks[^A-Z0-9]+and[^A-Z0-9]+Wildlife[^A-Z0-9]+is[^A-Z0-9]+first[^A-Z0-9]+obtained[\s?.*-:]*$"
"616","4","Environmental","Wetlands - RAMSAR or ANCA","Endorsement","All Mining Act tenement activities prohibited within 200 metres of RAMSAR or ANCA listed wetlands unless written permission of the Commonwealth Department of the Environment is first obtained.","Active","22/03/2016 00:00:05 onwards","Impose on all tenement types.","Jun-17","(?i)^[\s?.*-:]*All[^A-Z0-9]+Mining[^A-Z0-9]+Act[^A-Z0-9]+tenement[^A-Z0-9]+activities[^A-Z0-9]+prohibited[^A-Z0-9]+within[^A-Z0-9]+200[^A-Z0-9]+metres[^A-Z0-9]+of[^A-Z0-9]+RAMSAR[^A-Z0-9]+or[^A-Z0-9]+ANCA[^A-Z0-9]+listed[^A-Z0-9]+wetlands[^A-Z0-9]+unless[^A-Z0-9]+written[^A-Z0-9]+permission[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Commonwealth[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Environment[^A-Z0-9]+is[^A-Z0-9]+first[^A-Z0-9]+obtained[\s?.*-:]*$"
"617","1","General","Salt Harvesting Protection - Lake Deborah East","Condition","In respect to FNA 10129 - Salt Harvesting Protection - Lake Deborah East the following condition applies:","Active","21/05/2012 11:32:43 onwards","Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah East","Mar-16","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+FNA[^A-Z0-9]+10129[^A-Z0-9]+Salt[^A-Z0-9]+Harvesting[^A-Z0-9]+Protection[^A-Z0-9]+Lake[^A-Z0-9]+Deborah[^A-Z0-9]+East[^A-Z0-9]+the[^A-Z0-9]+following[^A-Z0-9]+condition[^A-Z0-9]+applies[\s?.*-:]*$"
"618","1","General","Salt Harvesting Protection - Lake Deborah East","Condition","No unnecessary interference or obstruction with the natural surface water or groundwater flow into Lake Deborah East that may affect operations for commercial extraction and harvesting of salt, and the salt crust forming from time to time on the lake not being contaminated or damaged by water, spoil, tailings or dust from mining or mineral exploration activities.","Active","21/05/2012 11:52:40 onwards","Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah east","Mar-16","(?i)^[\s?.*-:]*No[^A-Z0-9]+unnecessary[^A-Z0-9]+interference[^A-Z0-9]+or[^A-Z0-9]+obstruction[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[^A-Z0-9]+water[^A-Z0-9]+or[^A-Z0-9]+groundwater[^A-Z0-9]+flow[^A-Z0-9]+into[^A-Z0-9]+Lake[^A-Z0-9]+Deborah[^A-Z0-9]+East[^A-Z0-9]+that[^A-Z0-9]+may[^A-Z0-9]+affect[^A-Z0-9]+operations[^A-Z0-9]+for[^A-Z0-9]+commercial[^A-Z0-9]+extraction[^A-Z0-9]+and[^A-Z0-9]+harvesting[^A-Z0-9]+of[^A-Z0-9]+salt[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+salt[^A-Z0-9]+crust[^A-Z0-9]+forming[^A-Z0-9]+from[^A-Z0-9]+time[^A-Z0-9]+to[^A-Z0-9]+time[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+lake[^A-Z0-9]+not[^A-Z0-9]+being[^A-Z0-9]+contaminated[^A-Z0-9]+or[^A-Z0-9]+damaged[^A-Z0-9]+by[^A-Z0-9]+water[^A-Z0-9]+spoil[^A-Z0-9]+tailings[^A-Z0-9]+or[^A-Z0-9]+dust[^A-Z0-9]+from[^A-Z0-9]+mining[^A-Z0-9]+or[^A-Z0-9]+mineral[^A-Z0-9]+exploration[^A-Z0-9]+activities[\s?.*-:]*$"
"618","2","General","Salt Harvesting Protection - Lake Deborah East","Condition","In respect to FNA 10129 (Salt Harvesting Protection - Lake Deborah), no unnecessary interference or obstruction with the natural surface water or groundwater flow into Lake Deborah East that may affect operations for commercial extraction and harvesting of salt, and the salt crust forming from time to time on the lake not being contaminated or damaged by water, spoil, tailings or dust from mining or mineral exploration activities.","Active","28/06/2016 09:52:41 onwards","Impose on all tenements encroaching on FNA 10129 - Salt Harvesting Protection - Lake Deborah east","Feb-20","(?i)^[\s?.*-:]*In[^A-Z0-9]+respect[^A-Z0-9]+to[^A-Z0-9]+FNA[^A-Z0-9]+10129[^A-Z0-9]+Salt[^A-Z0-9]+Harvesting[^A-Z0-9]+Protection[^A-Z0-9]+Lake[^A-Z0-9]+Deborah[^A-Z0-9]+no[^A-Z0-9]+unnecessary[^A-Z0-9]+interference[^A-Z0-9]+or[^A-Z0-9]+obstruction[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+natural[^A-Z0-9]+surface[^A-Z0-9]+water[^A-Z0-9]+or[^A-Z0-9]+groundwater[^A-Z0-9]+flow[^A-Z0-9]+into[^A-Z0-9]+Lake[^A-Z0-9]+Deborah[^A-Z0-9]+East[^A-Z0-9]+that[^A-Z0-9]+may[^A-Z0-9]+affect[^A-Z0-9]+operations[^A-Z0-9]+for[^A-Z0-9]+commercial[^A-Z0-9]+extraction[^A-Z0-9]+and[^A-Z0-9]+harvesting[^A-Z0-9]+of[^A-Z0-9]+salt[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+salt[^A-Z0-9]+crust[^A-Z0-9]+forming[^A-Z0-9]+from[^A-Z0-9]+time[^A-Z0-9]+to[^A-Z0-9]+time[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+lake[^A-Z0-9]+not[^A-Z0-9]+being[^A-Z0-9]+contaminated[^A-Z0-9]+or[^A-Z0-9]+damaged[^A-Z0-9]+by[^A-Z0-9]+water[^A-Z0-9]+spoil[^A-Z0-9]+tailings[^A-Z0-9]+or[^A-Z0-9]+dust[^A-Z0-9]+from[^A-Z0-9]+mining[^A-Z0-9]+or[^A-Z0-9]+mineral[^A-Z0-9]+exploration[^A-Z0-9]+activities[\s?.*-:]*$"
"619","1","General","Galena Heritage Sites","Endorsement","FNA10401 within this mining tenement contains significant former mining sites, and any ground disturbing activity may damage or destroy the values of the sites.","Active","08/10/2012 17:07:54 onwards","Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites","Mar-16","(?i)^[\s?.*-:]*FNA10401[^A-Z0-9]+within[^A-Z0-9]+this[^A-Z0-9]+mining[^A-Z0-9]+tenement[^A-Z0-9]+contains[^A-Z0-9]+significant[^A-Z0-9]+former[^A-Z0-9]+mining[^A-Z0-9]+sites[^A-Z0-9]+and[^A-Z0-9]+any[^A-Z0-9]+ground[^A-Z0-9]+disturbing[^A-Z0-9]+activity[^A-Z0-9]+may[^A-Z0-9]+damage[^A-Z0-9]+or[^A-Z0-9]+destroy[^A-Z0-9]+the[^A-Z0-9]+values[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+sites[\s?.*-:]*$"
"620","1","General","Galena Heritage Sites","Condition","Prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Environment Division, DMP in consultation with the Executive Director of the Geological Survey, DMP.","Active","08/10/2012 17:13:21 onwards","Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites","Mar-16","(?i)^[\s?.*-:]*Prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+activity[^A-Z0-9]+which[^A-Z0-9]+includes[^A-Z0-9]+the[^A-Z0-9]+use[^A-Z0-9]+of[^A-Z0-9]+scapers[^A-Z0-9]+graders[^A-Z0-9]+bulldozers[^A-Z0-9]+backhoes[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+mechanised[^A-Z0-9]+equipment[^A-Z0-9]+for[^A-Z0-9]+surface[^A-Z0-9]+disturbance[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+of[^A-Z0-9]+costeans[^A-Z0-9]+within[^A-Z0-9]+FNA[^A-Z0-9]+10401[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+must[^A-Z0-9]+submit[^A-Z0-9]+a[^A-Z0-9]+detailed[^A-Z0-9]+description[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+proposed[^A-Z0-9]+activities[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+in[^A-Z0-9]+consultation[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Geological[^A-Z0-9]+Survey[^A-Z0-9]+DMP[\s?.*-:]*$"
"620","2","General","Galena Heritage Sites","Condition","FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Environment Division, DMP in consultation with the Executive Director of the Geological Survey, DMP.","Active","27/06/2016 08:14:23 onwards","Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites","Jun-17","(?i)^[\s?.*-:]*FNA[^A-Z0-9]+10401[^A-Z0-9]+contains[^A-Z0-9]+significant[^A-Z0-9]+former[^A-Z0-9]+mining[^A-Z0-9]+sites[^A-Z0-9]+and[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+activity[^A-Z0-9]+which[^A-Z0-9]+includes[^A-Z0-9]+the[^A-Z0-9]+use[^A-Z0-9]+of[^A-Z0-9]+scapers[^A-Z0-9]+graders[^A-Z0-9]+bulldozers[^A-Z0-9]+backhoes[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+mechanised[^A-Z0-9]+equipment[^A-Z0-9]+for[^A-Z0-9]+surface[^A-Z0-9]+disturbance[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+of[^A-Z0-9]+costeans[^A-Z0-9]+within[^A-Z0-9]+FNA[^A-Z0-9]+10401[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+must[^A-Z0-9]+submit[^A-Z0-9]+a[^A-Z0-9]+detailed[^A-Z0-9]+description[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+proposed[^A-Z0-9]+activities[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Environment[^A-Z0-9]+Division[^A-Z0-9]+DMP[^A-Z0-9]+in[^A-Z0-9]+consultation[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Geological[^A-Z0-9]+Survey[^A-Z0-9]+DMP[\s?.*-:]*$"
"620","4","General","Galena Heritage Sites","Condition","FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Resource and Environmental •30 metres from the outer-most water dependent vegetation of any seasonal waterway.","Active","01/02/2018 00:00:02 onwards","Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites","Mar-18","(?i)^[\s?.*-:]*FNA[^A-Z0-9]+10401[^A-Z0-9]+contains[^A-Z0-9]+significant[^A-Z0-9]+former[^A-Z0-9]+mining[^A-Z0-9]+sites[^A-Z0-9]+and[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+activity[^A-Z0-9]+which[^A-Z0-9]+includes[^A-Z0-9]+the[^A-Z0-9]+use[^A-Z0-9]+of[^A-Z0-9]+scapers[^A-Z0-9]+graders[^A-Z0-9]+bulldozers[^A-Z0-9]+backhoes[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+mechanised[^A-Z0-9]+equipment[^A-Z0-9]+for[^A-Z0-9]+surface[^A-Z0-9]+disturbance[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+of[^A-Z0-9]+costeans[^A-Z0-9]+within[^A-Z0-9]+FNA[^A-Z0-9]+10401[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+must[^A-Z0-9]+submit[^A-Z0-9]+a[^A-Z0-9]+detailed[^A-Z0-9]+description[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+proposed[^A-Z0-9]+activities[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Resource[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+30[^A-Z0-9]+metres[^A-Z0-9]+from[^A-Z0-9]+the[^A-Z0-9]+outer[^A-Z0-9]+most[^A-Z0-9]+water[^A-Z0-9]+dependent[^A-Z0-9]+vegetation[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+seasonal[^A-Z0-9]+waterway[\s?.*-:]*$"
"620","4","General","Galena Heritage Sites","Condition","FNA 10401 contains significant former mining sites and, prior to commencing any activity which includes the use of scapers, graders, bulldozers, backhoes or other mechanised equipment for surface disturbance (or the excavation of costeans) within FNA 10401 the **LESSEE** must submit a detailed description of all proposed activities for the written approval of the Executive Director, Resource and Environmental Compliance, DMIRS in consultation with the Executive Director of Geoscience and Resource Strategy, DMIRS.","Active","01/02/2018 00:00:02 onwards","Impose on all mining tenements encroaching onto FNA 10401 - Galena Heritage Sites","Feb-20","(?i)^[\s?.*-:]*FNA[^A-Z0-9]+10401[^A-Z0-9]+contains[^A-Z0-9]+significant[^A-Z0-9]+former[^A-Z0-9]+mining[^A-Z0-9]+sites[^A-Z0-9]+and[^A-Z0-9]+prior[^A-Z0-9]+to[^A-Z0-9]+commencing[^A-Z0-9]+any[^A-Z0-9]+activity[^A-Z0-9]+which[^A-Z0-9]+includes[^A-Z0-9]+the[^A-Z0-9]+use[^A-Z0-9]+of[^A-Z0-9]+scapers[^A-Z0-9]+graders[^A-Z0-9]+bulldozers[^A-Z0-9]+backhoes[^A-Z0-9]+or[^A-Z0-9]+other[^A-Z0-9]+mechanised[^A-Z0-9]+equipment[^A-Z0-9]+for[^A-Z0-9]+surface[^A-Z0-9]+disturbance[^A-Z0-9]+or[^A-Z0-9]+the[^A-Z0-9]+excavation[^A-Z0-9]+of[^A-Z0-9]+costeans[^A-Z0-9]+within[^A-Z0-9]+FNA[^A-Z0-9]+10401[^A-Z0-9]+the[^A-Z0-9]+.+[^A-Z0-9]+must[^A-Z0-9]+submit[^A-Z0-9]+a[^A-Z0-9]+detailed[^A-Z0-9]+description[^A-Z0-9]+of[^A-Z0-9]+all[^A-Z0-9]+proposed[^A-Z0-9]+activities[^A-Z0-9]+for[^A-Z0-9]+the[^A-Z0-9]+written[^A-Z0-9]+approval[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+Resource[^A-Z0-9]+and[^A-Z0-9]+Environmental[^A-Z0-9]+Compliance[^A-Z0-9]+DMIRS[^A-Z0-9]+in[^A-Z0-9]+consultation[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+Executive[^A-Z0-9]+Director[^A-Z0-9]+of[^A-Z0-9]+Geoscience[^A-Z0-9]+and[^A-Z0-9]+Resource[^A-Z0-9]+Strategy[^A-Z0-9]+DMIRS[\s?.*-:]*$"
"621","1","General","Section 40E permits","Endorsement","The permit holders attention is drawn to the provisions of the Aboriginal Heritage Act 1972.","Active","19/08/2013 13:49:25 onwards","To be used as Notes for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+permit[^A-Z0-9]+holders[^A-Z0-9]+attention[^A-Z0-9]+is[^A-Z0-9]+drawn[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+provisions[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Aboriginal[^A-Z0-9]+Heritage[^A-Z0-9]+Act[^A-Z0-9]+1972[\s?.*-:]*$"
"622","1","General","Section 40E permits","Endorsement","If vehicles other than those nominated on the application for this permit are to be used, the holder of the exploration licence is to be given prior notice.","Active","19/08/2013 13:57:18 onwards","To be used as Notes for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*If[^A-Z0-9]+vehicles[^A-Z0-9]+other[^A-Z0-9]+than[^A-Z0-9]+those[^A-Z0-9]+nominated[^A-Z0-9]+on[^A-Z0-9]+the[^A-Z0-9]+application[^A-Z0-9]+for[^A-Z0-9]+this[^A-Z0-9]+permit[^A-Z0-9]+are[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+used[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+exploration[^A-Z0-9]+licence[^A-Z0-9]+is[^A-Z0-9]+to[^A-Z0-9]+be[^A-Z0-9]+given[^A-Z0-9]+prior[^A-Z0-9]+notice[\s?.*-:]*$"
"623","1","General","Section 40E permits","Endorsement","The permit holder is required to comply with the prescribed sample or specimen limit of 20 kilograms referred to in Regulation 4 of the Mining Regulations 1981.","Active","19/08/2013 13:58:49 onwards","To be used as Notes for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+permit[^A-Z0-9]+holder[^A-Z0-9]+is[^A-Z0-9]+required[^A-Z0-9]+to[^A-Z0-9]+comply[^A-Z0-9]+with[^A-Z0-9]+the[^A-Z0-9]+prescribed[^A-Z0-9]+sample[^A-Z0-9]+or[^A-Z0-9]+specimen[^A-Z0-9]+limit[^A-Z0-9]+of[^A-Z0-9]+20[^A-Z0-9]+kilograms[^A-Z0-9]+referred[^A-Z0-9]+to[^A-Z0-9]+in[^A-Z0-9]+Regulation[^A-Z0-9]+4[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Regulations[^A-Z0-9]+1981[\s?.*-:]*$"
"624","1","General","Section 40E permits","Endorsement","The permit holder is required to advise the holder of the exploration licence and the Department of any minerals recovered within the permit area within fourteen (14) days of the expiry, cancellation or surrender of the permit.","Active","19/08/2013 14:00:18 onwards","To be used as Notes for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*The[^A-Z0-9]+permit[^A-Z0-9]+holder[^A-Z0-9]+is[^A-Z0-9]+required[^A-Z0-9]+to[^A-Z0-9]+advise[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+exploration[^A-Z0-9]+licence[^A-Z0-9]+and[^A-Z0-9]+the[^A-Z0-9]+Department[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+minerals[^A-Z0-9]+recovered[^A-Z0-9]+within[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+area[^A-Z0-9]+within[^A-Z0-9]+fourteen[^A-Z0-9]+14[^A-Z0-9]+days[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+expiry[^A-Z0-9]+cancellation[^A-Z0-9]+or[^A-Z0-9]+surrender[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+permit[\s?.*-:]*$"
"625","1","General","Section 40E permits","Condition","Prior to commencement of prospecting activities the permit holder must forward a copy of the permit to the holder of any pastoral lease affected.","Active","19/08/2013 14:02:16 onwards","To be used as Conditions for Section 40E permit only","Jun-17","(?i)^[\s?.*-:]*Prior[^A-Z0-9]+to[^A-Z0-9]+commencement[^A-Z0-9]+of[^A-Z0-9]+prospecting[^A-Z0-9]+activities[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+holder[^A-Z0-9]+must[^A-Z0-9]+forward[^A-Z0-9]+a[^A-Z0-9]+copy[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+pastoral[^A-Z0-9]+lease[^A-Z0-9]+affected[\s?.*-:]*$"
"625","2","General","Section 40E permits","Condition","Prior to commencement of prospecting activities the permit holder must forward a copy of the permit and map to the holder of any pastoral lease affected.","Active","18/05/2018 14:02:17 onwards","To be used as Conditions for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*Prior[^A-Z0-9]+to[^A-Z0-9]+commencement[^A-Z0-9]+of[^A-Z0-9]+prospecting[^A-Z0-9]+activities[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+holder[^A-Z0-9]+must[^A-Z0-9]+forward[^A-Z0-9]+a[^A-Z0-9]+copy[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+and[^A-Z0-9]+map[^A-Z0-9]+to[^A-Z0-9]+the[^A-Z0-9]+holder[^A-Z0-9]+of[^A-Z0-9]+any[^A-Z0-9]+pastoral[^A-Z0-9]+lease[^A-Z0-9]+affected[\s?.*-:]*$"
"626","1","General","Section 40E permits","Condition","No prospecting activities are to commence within the first 21 days of the term of the permit unless a licensee statement under Regulation 4H of the Mining Regulations 1981 has been received.","Active","19/08/2013 14:03:34 onwards","To be used as Conditions for Section 40E permit only","Feb-20","(?i)^[\s?.*-:]*No[^A-Z0-9]+prospecting[^A-Z0-9]+activities[^A-Z0-9]+are[^A-Z0-9]+to[^A-Z0-9]+commence[^A-Z0-9]+within[^A-Z0-9]+the[^A-Z0-9]+first[^A-Z0-9]+21[^A-Z0-9]+days[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+term[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+permit[^A-Z0-9]+unless[^A-Z0-9]+a[^A-Z0-9]+licensee[^A-Z0-9]+statement[^A-Z0-9]+under[^A-Z0-9]+Regulation[^A-Z0-9]+4H[^A-Z0-9]+of[^A-Z0-9]+the[^A-Z0-9]+Mining[^A-Z0-9]+Regulations[^A-Z0-9]+1981[^A-Z0-9]+has[^A-Z0-9]+been[^A-Z0-9]+received[\s?.*-:]*$"
