Identifier,Version No,Category,Topics,Type,Text,Status,Version Date,Notation,Document Version
498,4,Environmental,Schedule Y1 - Groundwater Areas (WRC),Condition,The **LESSEE**'s attention is drawn to the provisions of: •Rights in Water and Irrigation Act 1914 and any Regulations thereunder; and •Draft Environmental Protection Groundwater Policy 1998.,Inactive,31/08/2004 00:00:00 - 18/10/2004 23:59:59,,Jun-17
499,4,Environmental,Schedule Y1 - Groundwater Areas (WRC),Condition,Activities requiring the abstraction of groundwater are prohibited unless a bore construction and abstraction licence has been granted by the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
500,4,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Endorsement,The **LESSEE**'s attention is drawn to the provisions of: •Rights in Water and Irrigation Act 1914 and any Regulations thereunder.,Inactive,31/08/2004 00:00:00 onwards,,Jun-17
501,4,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Condition,"Activities requiring the abstraction of water from any waterway, wetland or drain is prohibited unless the Department of Water has granted an abstraction licence.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
502,4,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Condition,Activities that may disrupt the natural flow of any watercourse are prohibited unless a licence has been obtained from the Department of Water.,Inactive,15/09/2006 00:00:00 onwards,,Jun-17
503,4,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Condition,"Activities on any existing or designated future irrigation area, or on any strip of land within 50 metres of an irrigation channel, drain wetland or watercourse being confined to surface geological, geophysical and or geochemical surveys and drilling unless the written approval of the the Department of Water is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Jun-17
503,4,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Condition,"Activities on any existing or designated future irrigation area, or on any strip of land within 50 metres of an irrigation channel, drain wetland or watercourse being confined to surface geological, geophysical and or geochemical surveys permission of Department of Environment and Conservation, in consultation with the Department of Water, is first obtained.",Inactive,15/09/2006 00:00:00 onwards,,Mar-18
504,8,Environmental,Schedule Z1 - Proclaimed Irrigation Districts & Surface Water Areas (WRC),Condition,"Excavation activities are prohibited on any existing or designated future irrigation districts, or on any area of land within 50 metres of the banks of an irrigation channel, drain, wetland or watercourse, unless undertaken with the written permission from the Executive Director, Environment Division, DMP and the Department of Water.",Inactive,09/11/2011 00:00:01 onwards,,Jun-17
505,2,General,GDA Exploration Licence (over existing AGD E),Endorsement,"The grant of this licence does not include the land the subject of prior Exploration Licence **PROMPT**. If the prior licence expires, is surrendered or forfeited that land may be included in this licence, subject to the provisions of the Third Schedule of the Mining Regulations 1981 titled ""Transitional provisions relating to Geocentric Datum of Australia"".",Active,04/09/2002 00:00:00 onwards,Use where GDA 'E' overlaps existing AGD 'E'.,Feb-20
508,8,Standards for Tenement Types,Miscellaneous Licence (Basic),Condition,"The Licensee submitting a plan of proposed operations and measures to safeguard the environment to the Executive Director, Environment Division, DMP for assessment and written approval prior to commencing any development or construction.",Inactive,09/11/2011 00:00:01 onwards,Impose on all miscellaneous licences on grant.,Jun-17
508,9,Standards for Tenement Types,Miscellaneous Licence (Basic),Condition,"The Licensee submitting a plan of proposed operations and measures to safeguard the environment to the Executive Director, Resource and Environmental Compliance, Department of Mines, Industry Regulation and Safety for their assessment and written approval prior to commencing any developmental or productive mining or construction activity.",Active,09/11/2011 00:00:02 onwards,Impose on all miscellaneous licences on grant.,Feb-20
511,4,Standards for Tenement Types,Mining Lease (Basic) Mining Lease (Ongoing mining operations),Endorsement,"This mining lease authorises the mining of the land for all minerals as defined in Section 8 of the Mining Act 1978 with the exception of: •Uranium ore; •Iron, unless specifically authorised under Section 111 of the Act",Inactive,01/06/2007 00:00:00 - 10/11/2008 23:59:59,No uranium mining for nuclear purposes allowed on M granted after 25/6/2002,Mar-16
511,6,Standards for Tenement Types,Mining Lease (Basic) Mining Lease (Ongoing mining operations),Endorsement,This mining lease authorises the mining of the land for all minerals as defined in Section 8 of the Mining Act 1978 with the exception of uranium ore.,Active,26/04/2017 00:00:02 onwards,No uranium mining for nuclear purposes allowed on M granted from 26 April 2017,Jun-17
511,7,Standards for Tenement Types,Mining Lease (Basic),Endorsement,This mining lease authorises the mining of the land for all minerals as defined in Section 8 of the Mining Act 1978 with the exception of uranium ore.,Active,20/06/2017 00:00:03 onwards,No uranium mining for nuclear purposes allowed on M granted from 20 June 2017,Feb-20
512,2,General,Ord River Regeneration Reserve,Condition,"The Officer in Charge of the Ord River Regeneration Reserve 28538, Department of Agriculture Kununurra being advised of all intended activities on the reserve prior to the commencement of those activities.",Inactive,15/12/2005 00:00:00 - 31/07/2007 23:59:59,Ord River Regeneration Reserve 28538 - Luman Loc. 10,Jun-17
513,2,Environmental,Noogoora Burr Quarantine Area,Endorsement,The land the subject of this **LEASE** affects an area under quarantine for Noogoora Burr (under the provisions of the Agriculture and Related Resources Protection Act 1976) delineated in red and shown as File Notation Area **OPTION** in TENGRAPH. Access to the quarantine area is subject to the **LESSEE** obtaining an entry permit from the Kununurra Regional Office of the Agriculture Protection Board of Western Australia.,Inactive,21/01/2003 00:00:00 onwards,Impose on all tenements encroaching on the Noogoora Burr Quarantine Area,Jun-17
514,3,Environmental,Threatened Ecological Communities,Endorsement,The land the subject of this **LEASE** may affect a Threatened Ecological Community. The **LESSEE** is advised to contact the Department of Parks and Wildlife'sThreatened Species and Communities Unit for detailed information on management.,Active,01/08/2006 00:00:01 onwards,Impose on all tenements encroaching onto Threatened Ecological Communities,Jun-17
514,4,Environmental,Threatened Ecological Communities,Endorsement,The land the subject of this **LEASE** may affect a Threatened Ecological Community. The **LESSEE** is advised to contact the Department of Biodiversity and drilling unless the written approval of the the Department of Water is first obtained.,Active,01/07/2017 00:00:02 onwards,Impose on all tenements encroaching onto Threatened,Mar-18
514,4,Environmental,Threatened Ecological Communities,Endorsement,The land the subject of this **LEASE** may affect a Threatened Ecological Community. The **LESSEE** is advised to contact the Department of Biodiversity Conservation and Attractions (DBCA) Threatened Species and Communities Unit for detailed information on management.,Active,01/07/2017 00:00:02 onwards,Impose on all tenements encroaching onto Threatened Ecological Communities,Mar-18
514,5,Environmental,Threatened Ecological Communities,Endorsement,The land the subject of this **LEASE** may affect a Threatened Ecological Community. The **LESSEE** is advised to contact the Department of Biodiversity Conservation and Attractions (DBCA) Threatened Species and Communities Unit for further information on this Threatened Ecological Community at communities.data@dbca.wa.gov.au.,Active,25/07/2019 00:00:03 onwards,Impose on all tenements encroaching onto Threatened Ecological Communities,Feb-20
515,2,General,"NWN ILUA ( L and G only) NWN ILUA ( M only) NWN ILUA ( P, E and R only)",Condition,In respect to NWN ILUA the following conditions apply:,Active,18/09/2003 00:00:00 onwards,,Feb-20
516,2,General,"NWN ILUA ( L and G only) NWN ILUA ( M only) NWN ILUA ( P, E and R only)",Condition,The grant of the **OPTION** has been made in accordance with the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement between the State of Western Australia and the Native Title Holders registered under Section 24CL of the Native Title Act 1993 on 5 July 2001.,Inactive,18/09/2003 00:00:00 - 09/05/2005 23:59:59,"Impose on P, E, R, L, & G that are subject to NWN ILUA",Jun-17
517,1,General,"NWN ILUA ( L and G only) NWN ILUA ( M only) NWN ILUA ( P, E and R only)",Condition,The rights conferred by this **OPTION** may not be exercised until a Heritage Agreement (as defined in the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement) has been entered into in respect of the **OPTION** provided that this restriction only applies for so long as the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement is in force.,Active,17/09/2003 00:00:00 onwards,"Impose on P, E, R, L, & G that are subject to NWN ILUA",Feb-20
518,1,General,"NWN ILUA ( P, E and R only)",Condition,The holder from time to time of this **OPTION** shall not so long as the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement is in force carry out an exploration activity (as defined in the Nharnuwangga Wajarri and Ngarlawangga Indigenous Land Use Agreement) other than in accordance with the Heritage Agreement.,Active,17/09/2003 00:00:00 onwards,"Imposed on P, E & R that are subject to NWN ILUA",Feb-20
